20 20 0 [2, 6, 4, 0, 5, 1, 3, 7]
21 20 1 [2, 6, 0, 4, 5, 1, 3, 7]
14 12 2 [2, 6, 3, 4, 5, 1, 0, 7]
13 10 3 [2, 6, 3, 4, 5, 1, 7, 0]
21 16 5 [2, 6, 3, 4, 0, 1, 7, 5]
20 14 6 [2, 6, 3, 4, 1, 0, 7, 5]
21 14 7 [2, 0, 3, 4, 1, 6, 7, 5]
22 14 8 [0, 2, 3, 4, 1, 6, 7, 5]
15 6 9 [1, 2, 3, 4, 0, 6, 7, 5]
11 0 11 [1, 2, 3, 4, 5, 6, 7, 0]
11 165.207198
